[Mon Apr 20 03:55:42 PM EDT 2026] GPU=1 model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot n=500 ---
[34/500] sample_id=76 correct=1 latency=11.582s tokens=256 tps=22.10
[35/500] sample_id=78 correct=1 latency=0.666s tokens=13 tps=19.52
[36/500] sample_id=80 correct=1 latency=0.842s tokens=17 tps=20.18
[37/500] sample_id=81 correct=1 latency=0.663s tokens=13 tps=19.60
[38/500] sample_id=84 correct=1 latency=0.623s tokens=12 tps=19.26
[39/500] sample_id=87 correct=0 latency=0.352s tokens=6 tps=17.04
[40/500] sample_id=89 correct=1 latency=0.480s tokens=9 tps=18.74
[41/500] sample_id=90 correct=1 latency=0.574s tokens=11 tps=19.17
[42/500] sample_id=91 correct=1 latency=0.575s tokens=11 tps=19.12
[43/500] sample_id=92 correct=1 latency=2.866s tokens=62 tps=21.63
[44/500] sample_id=97 correct=1 latency=0.614s tokens=12 tps=19.55
[45/500] sample_id=98 correct=1 latency=0.612s tokens=12 tps=19.61
[46/500] sample_id=101 correct=1 latency=0.258s tokens=4 tps=15.52
[47/500] sample_id=103 correct=1 latency=11.578s tokens=256 tps=22.11
[48/500] sample_id=104 correct=1 latency=0.843s tokens=17 tps=20.17
[49/500] sample_id=107 correct=1 latency=0.305s tokens=5 tps=16.40
[50/500] sample_id=112 correct=1 latency=0.618s tokens=12 tps=19.41
[51/500] sample_id=113 correct=1 latency=0.660s tokens=13 tps=19.71
[52/500] sample_id=115 correct=1 latency=11.541s tokens=256 tps=22.18
[53/500] sample_id=116 correct=1 latency=11.546s tokens=256 tps=22.17
[54/500] sample_id=117 correct=1 latency=0.840s tokens=17 tps=20.25
[55/500] sample_id=119 correct=1 latency=0.617s tokens=12 tps=19.46
[56/500] sample_id=120 correct=1 latency=0.712s tokens=14 tps=19.66
[57/500] sample_id=121 correct=1 latency=0.349s tokens=6 tps=17.21
[58/500] sample_id=125 correct=1 latency=11.605s tokens=256 tps=22.06
[59/500] sample_id=126 correct=1 latency=0.568s tokens=11 tps=19.37
[60/500] sample_id=128 correct=0 latency=0.253s tokens=4 tps=15.81
[61/500] sample_id=129 correct=1 latency=0.436s tokens=8 tps=18.37
[62/500] sample_id=131 correct=1 latency=0.836s tokens=17 tps=20.32
[63/500] sample_id=132 correct=1 latency=0.434s tokens=8 tps=18.43
[64/500] sample_id=139 correct=1 latency=0.570s tokens=11 tps=19.31
[65/500] sample_id=140 correct=1 latency=0.264s tokens=4 tps=15.17
[66/500] sample_id=144 correct=1 latency=0.570s tokens=11 tps=19.29
[67/500] sample_id=145 correct=1 latency=11.564s tokens=256 tps=22.14
[68/500] sample_id=147 correct=1 latency=0.707s tokens=14 tps=19.79
[69/500] sample_id=148 correct=1 latency=11.577s tokens=256 tps=22.11
[70/500] sample_id=149 correct=1 latency=0.569s tokens=11 tps=19.32
[71/500] sample_id=153 correct=1 latency=9.797s tokens=217 tps=22.15
[72/500] sample_id=155 correct=1 latency=11.542s tokens=256 tps=22.18
[73/500] sample_id=157 correct=1 latency=0.616s tokens=12 tps=19.47
[74/500] sample_id=160 correct=1 latency=11.546s tokens=256 tps=22.17
[75/500] sample_id=164 correct=1 latency=11.568s tokens=256 tps=22.13
[76/500] sample_id=171 correct=1 latency=0.799s tokens=16 tps=20.01
[77/500] sample_id=174 correct=1 latency=0.840s tokens=17 tps=20.23
[78/500] sample_id=176 correct=1 latency=0.799s tokens=16 tps=20.03
[79/500] sample_id=177 correct=0 latency=11.575s tokens=256 tps=22.12
[80/500] sample_id=179 correct=1 latency=0.658s tokens=13 tps=19.76
[81/500] sample_id=184 correct=1 latency=0.347s tokens=6 tps=17.32
[82/500] sample_id=185 correct=1 latency=0.354s tokens=6 tps=16.94
[83/500] sample_id=188 correct=1 latency=11.602s tokens=256 tps=22.06
[84/500] sample_id=192 correct=0 latency=0.344s tokens=6 tps=17.44
[85/500] sample_id=193 correct=1 latency=0.259s tokens=4 tps=15.43
[86/500] sample_id=195 correct=1 latency=0.842s tokens=17 tps=20.20
[87/500] sample_id=200 correct=1 latency=0.617s tokens=12 tps=19.46
[88/500] sample_id=202 correct=1 latency=11.534s tokens=256 tps=22.20
[89/500] sample_id=207 correct=1 latency=0.843s tokens=17 tps=20.18
[90/500] sample_id=210 correct=1 latency=11.526s tokens=256 tps=22.21
[91/500] sample_id=212 correct=1 latency=11.568s tokens=256 tps=22.13
[92/500] sample_id=213 correct=1 latency=11.588s tokens=256 tps=22.09
[93/500] sample_id=214 correct=1 latency=11.582s tokens=256 tps=22.10
[94/500] sample_id=220 correct=1 latency=0.844s tokens=17 tps=20.13
[95/500] sample_id=221 correct=1 latency=0.393s tokens=7 tps=17.82
[96/500] sample_id=223 correct=1 latency=11.551s tokens=256 tps=22.16
[97/500] sample_id=226 correct=1 latency=0.849s tokens=17 tps=20.03
[98/500] sample_id=231 correct=1 latency=0.679s tokens=13 tps=19.16
[99/500] sample_id=237 correct=1 latency=11.523s tokens=256 tps=22.22
[100/500] sample_id=238 correct=1 latency=11.464s tokens=256 tps=22.33
[101/500] sample_id=239 correct=1 latency=11.466s tokens=256 tps=22.33
[102/500] sample_id=241 correct=1 latency=0.613s tokens=12 tps=19.57
[103/500] sample_id=245 correct=1 latency=0.523s tokens=10 tps=19.11
[104/500] sample_id=246 correct=1 latency=0.256s tokens=4 tps=15.64
[105/500] sample_id=247 correct=1 latency=11.479s tokens=256 tps=22.30
[106/500] sample_id=251 correct=0 latency=6.925s tokens=153 tps=22.09
[107/500] sample_id=256 correct=1 latency=0.254s tokens=4 tps=15.77
[108/500] sample_id=258 correct=1 latency=3.721s tokens=81 tps=21.77
[109/500] sample_id=259 correct=1 latency=6.774s tokens=149 tps=21.99
[110/500] sample_id=261 correct=1 latency=0.256s tokens=4 tps=15.65
[111/500] sample_id=263 correct=1 latency=11.581s tokens=256 tps=22.11
[112/500] sample_id=264 correct=1 latency=11.496s tokens=256 tps=22.27
[113/500] sample_id=269 correct=1 latency=0.847s tokens=17 tps=20.07
[114/500] sample_id=272 correct=1 latency=0.612s tokens=12 tps=19.61
[115/500] sample_id=274 correct=1 latency=0.609s tokens=12 tps=19.71
[116/500] sample_id=275 correct=1 latency=11.513s tokens=256 tps=22.23
[117/500] sample_id=276 correct=1 latency=11.556s tokens=256 tps=22.15
[118/500] sample_id=277 correct=1 latency=0.617s tokens=12 tps=19.44
[119/500] sample_id=280 correct=1 latency=11.583s tokens=256 tps=22.10
[120/500] sample_id=282 correct=1 latency=0.255s tokens=4 tps=15.68
[121/500] sample_id=284 correct=1 latency=11.563s tokens=256 tps=22.14
[122/500] sample_id=286 correct=1 latency=0.839s tokens=17 tps=20.26
[123/500] sample_id=287 correct=1 latency=0.391s tokens=7 tps=17.90
[124/500] sample_id=289 correct=1 latency=0.624s tokens=12 tps=19.22
[125/500] sample_id=294 correct=1 latency=0.614s tokens=12 tps=19.55
[126/500] sample_id=295 correct=1 latency=2.589s tokens=56 tps=21.63
[127/500] sample_id=296 correct=1 latency=0.843s tokens=17 tps=20.16
[128/500] sample_id=297 correct=1 latency=0.302s tokens=5 tps=16.57
[129/500] sample_id=298 correct=1 latency=11.524s tokens=256 tps=22.21
[130/500] sample_id=299 correct=1 latency=0.799s tokens=16 tps=20.04
[131/500] sample_id=300 correct=1 latency=0.259s tokens=4 tps=15.43
[132/500] sample_id=301 correct=1 latency=0.833s tokens=17 tps=20.40
[133/500] sample_id=304 correct=1 latency=0.255s tokens=4 tps=15.71
[134/500] sample_id=310 correct=1 latency=0.579s tokens=11 tps=18.99
[135/500] sample_id=314 correct=1 latency=0.261s tokens=4 tps=15.32
[136/500] sample_id=320 correct=1 latency=0.571s tokens=11 tps=19.26
[137/500] sample_id=322 correct=1 latency=0.710s tokens=14 tps=19.71
[138/500] sample_id=325 correct=1 latency=0.307s tokens=5 tps=16.28
[139/500] sample_id=328 correct=1 latency=11.534s tokens=256 tps=22.20
[140/500] sample_id=331 correct=1 latency=0.672s tokens=13 tps=19.34
[141/500] sample_id=332 correct=1 latency=0.797s tokens=16 tps=20.06
[142/500] sample_id=337 correct=1 latency=0.619s tokens=12 tps=19.40
[143/500] sample_id=342 correct=1 latency=11.565s tokens=256 tps=22.14
[144/500] sample_id=345 correct=1 latency=0.621s tokens=12 tps=19.33
[145/500] sample_id=348 correct=1 latency=11.562s tokens=256 tps=22.14
[146/500] sample_id=349 correct=0 latency=11.563s tokens=256 tps=22.14
[147/500] sample_id=352 correct=1 latency=7.403s tokens=163 tps=22.02
[148/500] sample_id=354 correct=1 latency=11.523s tokens=256 tps=22.22
[149/500] sample_id=355 correct=1 latency=0.613s tokens=12 tps=19.58
[150/500] sample_id=356 correct=1 latency=0.349s tokens=6 tps=17.17
[151/500] sample_id=361 correct=1 latency=11.510s tokens=256 tps=22.24
[152/500] sample_id=363 correct=1 latency=11.553s tokens=256 tps=22.16
[153/500] sample_id=364 correct=1 latency=0.668s tokens=13 tps=19.46
[154/500] sample_id=367 correct=1 latency=11.561s tokens=256 tps=22.14
[155/500] sample_id=368 correct=1 latency=11.576s tokens=256 tps=22.12
[156/500] sample_id=369 correct=1 latency=0.349s tokens=6 tps=17.20
[157/500] sample_id=370 correct=1 latency=0.618s tokens=12 tps=19.42
[158/500] sample_id=371 correct=1 latency=0.388s tokens=7 tps=18.03
[159/500] sample_id=374 correct=1 latency=0.718s tokens=14 tps=19.51
[160/500] sample_id=375 correct=1 latency=0.260s tokens=4 tps=15.36
[161/500] sample_id=376 correct=1 latency=11.578s tokens=256 tps=22.11
[162/500] sample_id=377 correct=1 latency=0.796s tokens=16 tps=20.10
[163/500] sample_id=379 correct=1 latency=0.797s tokens=16 tps=20.06
[164/500] sample_id=380 correct=1 latency=0.617s tokens=12 tps=19.44
[165/500] sample_id=381 correct=1 latency=0.664s tokens=13 tps=19.58
[166/500] sample_id=383 correct=1 latency=0.259s tokens=4 tps=15.42
[167/500] sample_id=384 correct=1 latency=0.258s tokens=4 tps=15.51
[168/500] sample_id=386 correct=1 latency=11.485s tokens=256 tps=22.29
[169/500] sample_id=387 correct=1 latency=0.840s tokens=17 tps=20.24
[170/500] sample_id=390 correct=1 latency=11.486s tokens=256 tps=22.29
[171/500] sample_id=395 correct=1 latency=0.611s tokens=12 tps=19.64
[172/500] sample_id=396 correct=1 latency=0.706s tokens=14 tps=19.83
[173/500] sample_id=397 correct=1 latency=0.834s tokens=17 tps=20.38
[174/500] sample_id=400 correct=1 latency=0.252s tokens=4 tps=15.89
[175/500] sample_id=401 correct=1 latency=0.258s tokens=4 tps=15.49
[176/500] sample_id=402 correct=1 latency=0.350s tokens=6 tps=17.12
[177/500] sample_id=404 correct=1 latency=0.440s tokens=8 tps=18.17
[178/500] sample_id=406 correct=1 latency=11.502s tokens=256 tps=22.26
[179/500] sample_id=411 correct=1 latency=0.524s tokens=10 tps=19.08
[180/500] sample_id=419 correct=1 latency=0.394s tokens=7 tps=17.78
[181/500] sample_id=423 correct=1 latency=11.514s tokens=256 tps=22.23
[182/500] sample_id=426 correct=1 latency=0.838s tokens=17 tps=20.29
[183/500] sample_id=427 correct=0 latency=11.570s tokens=256 tps=22.13
[184/500] sample_id=428 correct=1 latency=0.668s tokens=13 tps=19.46
[185/500] sample_id=431 correct=1 latency=0.624s tokens=12 tps=19.25
[186/500] sample_id=434 correct=1 latency=11.535s tokens=256 tps=22.19
[187/500] sample_id=439 correct=1 latency=0.794s tokens=16 tps=20.16
[188/500] sample_id=442 correct=0 latency=1.681s tokens=36 tps=21.41
[189/500] sample_id=443 correct=1 latency=0.615s tokens=12 tps=19.51
[190/500] sample_id=445 correct=1 latency=0.256s tokens=4 tps=15.62
[191/500] sample_id=454 correct=0 latency=1.199s tokens=25 tps=20.86
[192/500] sample_id=455 correct=1 latency=11.481s tokens=256 tps=22.30
[193/500] sample_id=458 correct=1 latency=0.621s tokens=12 tps=19.31
[194/500] sample_id=461 correct=1 latency=0.575s tokens=11 tps=19.11
[195/500] sample_id=463 correct=1 latency=0.612s tokens=12 tps=19.61
[196/500] sample_id=464 correct=1 latency=11.501s tokens=256 tps=22.26
[197/500] sample_id=470 correct=1 latency=0.261s tokens=4 tps=15.33
[198/500] sample_id=474 correct=1 latency=11.542s tokens=256 tps=22.18
[199/500] sample_id=479 correct=1 latency=11.528s tokens=256 tps=22.21
[200/500] sample_id=480 correct=1 latency=0.435s tokens=8 tps=18.37
[201/500] sample_id=482 correct=1 latency=0.305s tokens=5 tps=16.41
[202/500] sample_id=483 correct=1 latency=11.520s tokens=256 tps=22.22
[203/500] sample_id=485 correct=1 latency=0.261s tokens=4 tps=15.35
[204/500] sample_id=489 correct=1 latency=0.253s tokens=4 tps=15.82
[205/500] sample_id=491 correct=1 latency=11.511s tokens=256 tps=22.24
[206/500] sample_id=494 correct=1 latency=0.795s tokens=16 tps=20.11
[207/500] sample_id=495 correct=1 latency=11.549s tokens=256 tps=22.17
[208/500] sample_id=502 correct=1 latency=11.565s tokens=256 tps=22.14
[209/500] sample_id=503 correct=0 latency=0.257s tokens=4 tps=15.55
[210/500] sample_id=504 correct=1 latency=0.446s tokens=8 tps=17.93
[211/500] sample_id=507 correct=1 latency=11.568s tokens=256 tps=22.13
[212/500] sample_id=508 correct=1 latency=0.707s tokens=14 tps=19.81
[213/500] sample_id=509 correct=1 latency=0.707s tokens=14 tps=19.81
[214/500] sample_id=510 correct=1 latency=11.563s tokens=256 tps=22.14
[215/500] sample_id=511 correct=1 latency=0.839s tokens=17 tps=20.25
[216/500] sample_id=512 correct=1 latency=11.558s tokens=256 tps=22.15
[217/500] sample_id=513 correct=1 latency=0.250s tokens=4 tps=15.98
[218/500] sample_id=515 correct=1 latency=0.655s tokens=13 tps=19.83
[219/500] sample_id=524 correct=1 latency=11.479s tokens=256 tps=22.30
[220/500] sample_id=525 correct=1 latency=0.384s tokens=7 tps=18.23
[221/500] sample_id=528 correct=1 latency=0.253s tokens=4 tps=15.84
[222/500] sample_id=531 correct=1 latency=0.614s tokens=12 tps=19.55
[223/500] sample_id=534 correct=1 latency=11.475s tokens=256 tps=22.31
[224/500] sample_id=536 correct=1 latency=0.608s tokens=12 tps=19.74
[225/500] sample_id=537 correct=1 latency=0.700s tokens=14 tps=20.00
[226/500] sample_id=545 correct=1 latency=0.837s tokens=17 tps=20.32
[227/500] sample_id=547 correct=1 latency=0.607s tokens=12 tps=19.76
[228/500] sample_id=554 correct=1 latency=11.533s tokens=256 tps=22.20
[229/500] sample_id=557 correct=1 latency=0.261s tokens=4 tps=15.31
[230/500] sample_id=559 correct=1 latency=0.929s tokens=19 tps=20.46
[231/500] sample_id=560 correct=1 latency=0.710s tokens=14 tps=19.71
[232/500] sample_id=562 correct=1 latency=0.300s tokens=5 tps=16.66
[233/500] sample_id=571 correct=1 latency=0.345s tokens=6 tps=17.37
[234/500] sample_id=575 correct=1 latency=0.388s tokens=7 tps=18.05
[235/500] sample_id=577 correct=1 latency=11.570s tokens=256 tps=22.13
[236/500] sample_id=579 correct=1 latency=0.843s tokens=17 tps=20.17
[237/500] sample_id=580 correct=1 latency=0.795s tokens=16 tps=20.14
[238/500] sample_id=581 correct=1 latency=0.259s tokens=4 tps=15.44
[239/500] sample_id=585 correct=1 latency=0.572s tokens=11 tps=19.22
[240/500] sample_id=586 correct=1 latency=11.573s tokens=256 tps=22.12
[241/500] sample_id=587 correct=1 latency=11.516s tokens=256 tps=22.23
[242/500] sample_id=588 correct=1 latency=0.265s tokens=4 tps=15.10
[243/500] sample_id=591 correct=1 latency=0.793s tokens=16 tps=20.17
[244/500] sample_id=595 correct=1 latency=0.841s tokens=17 tps=20.22
[245/500] sample_id=599 correct=1 latency=11.479s tokens=256 tps=22.30
[246/500] sample_id=603 correct=1 latency=0.787s tokens=16 tps=20.34
[247/500] sample_id=604 correct=1 latency=11.547s tokens=256 tps=22.17
[248/500] sample_id=605 correct=1 latency=0.258s tokens=4 tps=15.48
[249/500] sample_id=606 correct=1 latency=11.587s tokens=256 tps=22.09
[250/500] sample_id=607 correct=1 latency=0.569s tokens=11 tps=19.34
[251/500] sample_id=612 correct=0 latency=11.576s tokens=256 tps=22.11
[252/500] sample_id=613 correct=1 latency=5.021s tokens=110 tps=21.91
[253/500] sample_id=614 correct=1 latency=0.348s tokens=6 tps=17.26
[254/500] sample_id=615 correct=0 latency=0.353s tokens=6 tps=17.00
[255/500] sample_id=616 correct=1 latency=0.258s tokens=4 tps=15.53
[256/500] sample_id=617 correct=1 latency=0.833s tokens=17 tps=20.40
[257/500] sample_id=618 correct=1 latency=0.297s tokens=5 tps=16.84
[258/500] sample_id=622 correct=1 latency=11.556s tokens=256 tps=22.15
[259/500] sample_id=623 correct=0 latency=0.396s tokens=7 tps=17.66
[260/500] sample_id=624 correct=1 latency=0.299s tokens=5 tps=16.73
[261/500] sample_id=625 correct=1 latency=11.532s tokens=256 tps=22.20
[262/500] sample_id=627 correct=1 latency=0.301s tokens=5 tps=16.64
[263/500] sample_id=628 correct=1 latency=0.520s tokens=10 tps=19.23
[264/500] sample_id=631 correct=1 latency=0.796s tokens=16 tps=20.10
[265/500] sample_id=632 correct=1 latency=0.257s tokens=4 tps=15.54
[266/500] sample_id=637 correct=1 latency=0.262s tokens=4 tps=15.25
[267/500] sample_id=639 correct=1 latency=0.251s tokens=4 tps=15.94
[268/500] sample_id=641 correct=1 latency=0.300s tokens=5 tps=16.69
[269/500] sample_id=642 correct=1 latency=0.841s tokens=17 tps=20.22
[270/500] sample_id=643 correct=1 latency=0.613s tokens=12 tps=19.57
[271/500] sample_id=645 correct=1 latency=11.478s tokens=256 tps=22.30
[272/500] sample_id=648 correct=1 latency=0.294s tokens=5 tps=16.99
[273/500] sample_id=650 correct=1 latency=0.350s tokens=6 tps=17.12
[274/500] sample_id=651 correct=1 latency=0.623s tokens=12 tps=19.25
[275/500] sample_id=653 correct=1 latency=0.792s tokens=16 tps=20.20
[276/500] sample_id=654 correct=1 latency=0.342s tokens=6 tps=17.56
[277/500] sample_id=655 correct=1 latency=11.534s tokens=256 tps=22.19
[278/500] sample_id=657 correct=1 latency=0.624s tokens=12 tps=19.22
[279/500] sample_id=658 correct=1 latency=0.662s tokens=13 tps=19.65
[280/500] sample_id=659 correct=1 latency=0.616s tokens=12 tps=19.49
[281/500] sample_id=662 correct=1 latency=0.392s tokens=7 tps=17.84
[282/500] sample_id=666 correct=1 latency=0.797s tokens=16 tps=20.09
[283/500] sample_id=668 correct=1 latency=0.841s tokens=17 tps=20.20
[284/500] sample_id=670 correct=0 latency=0.618s tokens=12 tps=19.43
[285/500] sample_id=671 correct=1 latency=0.845s tokens=17 tps=20.12
[286/500] sample_id=680 correct=1 latency=1.024s tokens=21 tps=20.52
[287/500] sample_id=681 correct=0 latency=0.388s tokens=7 tps=18.05
[288/500] sample_id=684 correct=1 latency=0.703s tokens=14 tps=19.91
[289/500] sample_id=688 correct=1 latency=11.536s tokens=256 tps=22.19
[290/500] sample_id=690 correct=1 latency=0.259s tokens=4 tps=15.46
[291/500] sample_id=692 correct=0 latency=1.693s tokens=36 tps=21.26
[292/500] sample_id=694 correct=1 latency=0.255s tokens=4 tps=15.70
[293/500] sample_id=695 correct=1 latency=0.254s tokens=4 tps=15.75
[294/500] sample_id=697 correct=1 latency=0.349s tokens=6 tps=17.22
[295/500] sample_id=700 correct=1 latency=0.251s tokens=4 tps=15.96
[296/500] sample_id=701 correct=1 latency=0.256s tokens=4 tps=15.65
[297/500] sample_id=702 correct=1 latency=0.572s tokens=11 tps=19.23
[298/500] sample_id=705 correct=1 latency=0.844s tokens=17 tps=20.13
[299/500] sample_id=708 correct=1 latency=2.009s tokens=43 tps=21.40
[300/500] sample_id=709 correct=1 latency=0.621s tokens=12 tps=19.34
[301/500] sample_id=710 correct=1 latency=2.316s tokens=50 tps=21.59
[302/500] sample_id=711 correct=1 latency=0.257s tokens=4 tps=15.56
[303/500] sample_id=712 correct=1 latency=0.254s tokens=4 tps=15.76
[304/500] sample_id=714 correct=1 latency=0.804s tokens=16 tps=19.90
[305/500] sample_id=715 correct=1 latency=0.260s tokens=4 tps=15.38
[306/500] sample_id=716 correct=1 latency=11.565s tokens=256 tps=22.14
[307/500] sample_id=717 correct=1 latency=8.650s tokens=191 tps=22.08
[308/500] sample_id=718 correct=1 latency=11.611s tokens=256 tps=22.05
[309/500] sample_id=719 correct=1 latency=0.255s tokens=4 tps=15.70
